,iso_code,region_group,income_group,country,year,category,sex,comp_upsec_v2_m
58625,COL,Latin America and the Caribbean,Upper middle income,Colombia,2011,Sex,Male,0.614899993
58626,COL,Latin America and the Caribbean,Upper middle income,Colombia,2012,Sex,Male,0.620899975
58627,COL,Latin America and the Caribbean,Upper middle income,Colombia,2013,Sex,Male,0.636300027
58628,COL,Latin America and the Caribbean,Upper middle income,Colombia,2014,Sex,Male,0.640500009
58629,COL,Latin America and the Caribbean,Upper middle income,Colombia,2017,Sex,Male,0.680499971
58630,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2000,Sex,Male,0.329100013
58631,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2001,Sex,Male,0.351999998
58632,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2002,Sex,Male,0.335399985
58633,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2003,Sex,Male,0.352800012
58634,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2004,Sex,Male,0.353300005
58635,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2005,Sex,Male,0.352100015
58636,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2006,Sex,Male,0.373699993
58637,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2007,Sex,Male,0.345299989
58638,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2008,Sex,Male,0.385500014
58639,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2009,Sex,Male,0.378600001
58640,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2010,Sex,Male,0.444799989
58641,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2012,Sex,Male,0.47240001
58642,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2013,Sex,Male,0.500100017
58643,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2014,Sex,Male,0.488900006
58644,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2015,Sex,Male,0.452499986
58645,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2016,Sex,Male,0.501299977
58646,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2017,Sex,Male,0.509199977
58647,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2000,Sex,Male,0.309599996
58648,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2001,Sex,Male,0.325899988
58649,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2003,Sex,Male,0.392100006
58650,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2004,Sex,Male,0.397199988
58651,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2005,Sex,Male,0.425700009
58652,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2006,Sex,Male,0.407099992
58653,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2008,Sex,Male,0.428299993
58654,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2009,Sex,Male,0.435499996
58655,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2010,Sex,Male,0.467799991
58656,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2011,Sex,Male,0.513000011
58657,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2012,Sex,Male,0.483799994
58658,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2015,Sex,Male,0.528500021
58659,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2016,Sex,Male,0.560299993
58660,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2017,Sex,Male,0.528999984
58661,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2018,Sex,Male,0.541999996
58662,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2003,Sex,Male,0.472499996
58663,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2005,Sex,Male,0.483200014
58664,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2006,Sex,Male,0.507700026
58665,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2007,Sex,Male,0.505900025
58666,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2008,Sex,Male,0.525600016
58667,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2009,Sex,Male,0.548099995
58668,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2010,Sex,Male,0.541000009
58669,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2016,Sex,Male,0.690400004
58670,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2017,Sex,Male,0.676699996
58671,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2018,Sex,Male,0.70630002
58672,ETH,Sub-Saharan Africa,Low income,Ethiopia,2007,Sex,Male,0.083499998
58673,FJI,Oceania,Upper middle income,Fiji,2007,Sex,Male,0.317499995
58674,GHA,Sub-Saharan Africa,Lower middle income,Ghana,2010,Sex,Male,0.148100004
58675,GHA,Sub-Saharan Africa,Lower middle income,Ghana,2018,Sex,Male,0.362399995
58676,GIN,Sub-Saharan Africa,Lower middle income,Guinea,1996,Sex,Male,0.129500002
58677,GIN,Sub-Saharan Africa,Lower middle income,Guinea,2016,Sex,Male,0.281100005
58678,GIN,Sub-Saharan Africa,Lower middle income,Guinea,2018,Sex,Male,0.234200001
58679,GMB,Sub-Saharan Africa,Low income,Gambia,2010,Sex,Male,0.280900002
58680,GMB,Sub-Saharan Africa,Low income,Gambia,2018,Sex,Male,0.282400012
58681,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2006,Sex,Male,0.267100006
58682,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2014,Sex,Male,0.338200003
58683,HND,Latin America and the Caribbean,Lower middle income,Honduras,2001,Sex,Male,0.182899997
58684,HND,Latin America and the Caribbean,Lower middle income,Honduras,2004,Sex,Male,0.176599994
58685,HND,Latin America and the Caribbean,Lower middle income,Honduras,2005,Sex,Male,0.210899994
58686,HND,Latin America and the Caribbean,Lower middle income,Honduras,2009,Sex,Male,0.291900009
58687,HND,Latin America and the Caribbean,Lower middle income,Honduras,2010,Sex,Male,0.291399986
58688,HND,Latin America and the Caribbean,Lower middle income,Honduras,2012,Sex,Male,0.326999992
58689,HND,Latin America and the Caribbean,Lower middle income,Honduras,2013,Sex,Male,0.324400008
58690,HND,Latin America and the Caribbean,Lower middle income,Honduras,2014,Sex,Male,0.319200009
58691,HND,Latin America and the Caribbean,Lower middle income,Honduras,2015,Sex,Male,0.374199986
58692,HND,Latin America and the Caribbean,Lower middle income,Honduras,2016,Sex,Male,0.426999986
58693,HND,Latin America and the Caribbean,Lower middle income,Honduras,2018,Sex,Male,0.324999988
58694,HTI,Latin America and the Caribbean,Lower middle income,Haiti,2003,Sex,Male,0.1008
58695,HTI,Latin America and the Caribbean,Lower middle income,Haiti,2017,Sex,Male,0.169499993
58696,IDN,Eastern and South-eastern Asia,Upper middle income,Indonesia,2017,Sex,Male,0.636399984
58697,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2018,Sex,Male,0.296999991
58698,JAM,Latin America and the Caribbean,Upper middle income,Jamaica,2001,Sex,Male,0.829100013
58699,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2018,Sex,Male,0.496199995
58700,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2009,Sex,Male,0.270099998
58701,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2008,Sex,Male,0.153300002
58702,KIR,Oceania,Lower middle income,Kiribati,2019,Sex,Male,0.127800003
58703,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2017,Sex,Male,0.32100001
58704,LBR,Sub-Saharan Africa,Low income,Liberia,2008,Sex,Male,0.077600002
58705,MDG,Sub-Saharan Africa,Low income,Madagascar,2018,Sex,Male,0.155599996
58706,MDV,Central and Southern Asia,Upper middle income,Maldives,2017,Sex,Male,0.325599998
58707,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2002,Sex,Male,0.362199992
58708,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2004,Sex,Male,0.381099999
58709,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2006,Sex,Male,0.432500005
58710,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2008,Sex,Male,0.437299997
58711,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2010,Sex,Male,0.463400006
58712,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2014,Sex,Male,0.519900024
58713,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2018,Sex,Male,0.565500021
58714,MLI,Sub-Saharan Africa,Low income,Mali,2009,Sex,Male,0.117299996
58715,MLI,Sub-Saharan Africa,Low income,Mali,2018,Sex,Male,0.160300002
58716,MNE,Europe and Northern America,Upper middle income,Montenegro,2018,Sex,Male,0.825399995
58717,MNG,Eastern and South-eastern Asia,Lower middle income,Mongolia,2018,Sex,Male,0.724799991
58718,MWI,Sub-Saharan Africa,Low income,Malawi,2008,Sex,Male,0.176300004
58719,NGA,Sub-Saharan Africa,Lower middle income,Nigeria,2010,Sex,Male,0.521300018
58720,NGA,Sub-Saharan Africa,Lower middle income,Nigeria,2018,Sex,Male,0.573499978
58721,NIC,Latin America and the Caribbean,Lower middle income,Nicaragua,2005,Sex,Male,0.238199994
58722,NIC,Latin America and the Caribbean,Lower middle income,Nicaragua,2014,Sex,Male,0.335799992
58723,PAK,Central and Southern Asia,Lower middle income,Pakistan,2018,Sex,Male,0.237599999
58724,PAN,Latin America and the Caribbean,High income,Panama,2000,Sex,Male,0.431499988
58725,PAN,Latin America and the Caribbean,High income,Panama,2001,Sex,Male,0.442299992
58726,PAN,Latin America and the Caribbean,High income,Panama,2002,Sex,Male,0.441500008
58727,PAN,Latin America and the Caribbean,High income,Panama,2003,Sex,Male,0.47420001
58728,PAN,Latin America and the Caribbean,High income,Panama,2004,Sex,Male,0.439599991
58729,PAN,Latin America and the Caribbean,High income,Panama,2005,Sex,Male,0.470299989
58730,PAN,Latin America and the Caribbean,High income,Panama,2006,Sex,Male,0.499500006
58731,PAN,Latin America and the Caribbean,High income,Panama,2007,Sex,Male,0.513499975
58732,PAN,Latin America and the Caribbean,High income,Panama,2008,Sex,Male,0.519699991
58733,PAN,Latin America and the Caribbean,High income,Panama,2009,Sex,Male,0.527800024
58734,PAN,Latin America and the Caribbean,High income,Panama,2011,Sex,Male,0.541700006
58735,PAN,Latin America and the Caribbean,High income,Panama,2014,Sex,Male,0.556500018
58736,PAN,Latin America and the Caribbean,High income,Panama,2015,Sex,Male,0.58950001
58737,PAN,Latin America and the Caribbean,High income,Panama,2017,Sex,Male,0.585099995
58738,PAN,Latin America and the Caribbean,High income,Panama,2018,Sex,Male,0.63499999
58739,PER,Latin America and the Caribbean,Upper middle income,Peru,2001,Sex,Male,0.615999997
58740,PER,Latin America and the Caribbean,Upper middle income,Peru,2002,Sex,Male,0.61559999
58741,PER,Latin America and the Caribbean,Upper middle income,Peru,2003,Sex,Male,0.620400012
58742,PER,Latin America and the Caribbean,Upper middle income,Peru,2004,Sex,Male,0.693700016
58743,PER,Latin America and the Caribbean,Upper middle income,Peru,2005,Sex,Male,0.677699983
58744,PER,Latin America and the Caribbean,Upper middle income,Peru,2006,Sex,Male,0.707799971
58745,PER,Latin America and the Caribbean,Upper middle income,Peru,2007,Sex,Male,0.738300025
58746,PER,Latin America and the Caribbean,Upper middle income,Peru,2009,Sex,Male,0.741599977
58747,PER,Latin America and the Caribbean,Upper middle income,Peru,2010,Sex,Male,0.774699986
58748,PER,Latin America and the Caribbean,Upper middle income,Peru,2011,Sex,Male,0.793500006
58749,PER,Latin America and the Caribbean,Upper middle income,Peru,2013,Sex,Male,0.816699982
58750,PER,Latin America and the Caribbean,Upper middle income,Peru,2014,Sex,Male,0.817700028
58751,PER,Latin America and the Caribbean,Upper middle income,Peru,2015,Sex,Male,0.80400002
58752,PER,Latin America and the Caribbean,Upper middle income,Peru,2016,Sex,Male,0.817099988
58753,PER,Latin America and the Caribbean,Upper middle income,Peru,2017,Sex,Male,0.856599987
58754,PER,Latin America and the Caribbean,Upper middle income,Peru,2018,Sex,Male,0.860800028
58755,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,2000,Sex,Male,0.541000009
58756,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,2018,Sex,Male,0.739400029
58757,PNG,Oceania,Lower middle income,Papua N. Guinea,2018,Sex,Male,0.179100007
58758,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2001,Sex,Male,0.347600013
58759,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2002,Sex,Male,0.336100012
58760,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2003,Sex,Male,0.386700004
58761,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2004,Sex,Male,0.382499993
58762,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2005,Sex,Male,0.423200011
58763,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2006,Sex,Male,0.487599999
58764,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2007,Sex,Male,0.459300011
58765,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2008,Sex,Male,0.49849999
58766,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2009,Sex,Male,0.476200014
58767,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2010,Sex,Male,0.479200006
58768,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2011,Sex,Male,0.531300008
58769,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2012,Sex,Male,0.586499989
58770,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2013,Sex,Male,0.591700017
58771,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2014,Sex,Male,0.582099974
58772,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2015,Sex,Male,0.615700006
58773,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2017,Sex,Male,0.596000016
58774,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2018,Sex,Male,0.607599974
58775,RWA,Sub-Saharan Africa,Low income,Rwanda,2002,Sex,Male,0.040600002
58776,SEN,Sub-Saharan Africa,Lower middle income,Senegal,2002,Sex,Male,0.106700003
58777,SLE,Sub-Saharan Africa,Low income,Sierra Leone,2004,Sex,Male,0.0138
58778,SLE,Sub-Saharan Africa,Low income,Sierra Leone,2017,Sex,Male,0.245800003
58779,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2000,Sex,Male,0.391099989
58780,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2001,Sex,Male,0.422300011
58781,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2002,Sex,Male,0.440699995
58782,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2003,Sex,Male,0.391000003
58783,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2004,Sex,Male,0.423700005
58784,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2005,Sex,Male,0.430200011
58785,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2006,Sex,Male,0.435600013
58786,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2007,Sex,Male,0.299800009
58787,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2009,Sex,Male,0.455799997
58788,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2010,Sex,Male,0.4727
58789,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2012,Sex,Male,0.508000016
58790,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2013,Sex,Male,0.510699987
58791,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2015,Sex,Male,0.54369998
58792,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2016,Sex,Male,0.555800021
58793,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2017,Sex,Male,0.582199991
58794,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2018,Sex,Male,0.581200004
58795,SUR,Latin America and the Caribbean,Upper middle income,Suriname,2018,Sex,Male,0.194299996
58796,TGO,Sub-Saharan Africa,Low income,Togo,2017,Sex,Male,0.313199997
58797,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2000,Sex,Male,0.334699988
58798,TUN,Northern Africa and Western Asia,Lower middle income,Tunisia,2018,Sex,Male,0.40169999
58799,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2002,Sex,Male,0.029200001
